"公布處置有價證券資訊 (108/08/01 至 112/07/18)"
"編號","公布日期","證券代號","證券名稱","累計","處置條件","處置起迄時間","處置措施","處置內容","備註",
"1","109/04/06",="00642U","元大S&P石油","12","監視業務督導會報決議","109/04/07~109/04/20","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年四月七日起至一百零九年四月二十日﹝十個營業日，如遇有價證券最後交易日在處置期間，僅處置至最後交易日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。
ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"1","109/03/26",="00642U","元大S&P石油","12","監視業務督導會報決議","109/03/27~109/04/13","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年三月二十七日起至一百零九年四月十三日﹝十個營業日，如遇有價證券最後交易日在處置期間，僅處置至最後交易日，如遇休市、有價證券停止買賣、全日暫停交易則順延執行〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。
ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/08/18",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/08/19~109/09/01","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年八月十九日起至一百零九年九月一日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。
ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/08/11",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/08/12~109/08/25","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年八月十二日起至一百零九年八月二十五日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。
ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/08/04",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/08/05~109/08/18","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年八月五日起至一百零九年八月十八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。
ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/07/28",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/07/29~109/08/11","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年七月二十九日起至一百零九年八月十一日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。
ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/07/21",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/07/22~109/08/04","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年七月二十二日起至一百零九年八月四日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每五分鐘撮合一次）。
ｂ投資人每日委託買賣該有價證券數量單筆達十交易單位或多筆累積達三十交易單位時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/07/13",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/07/14~109/07/27","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年七月十四日起至一百零九年七月二十七日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。
ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易降低融資比率一成及提高融券保證金成數一成。信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/07/06",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/07/07~109/07/20","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年七月七日起至一百零九年七月二十日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。
ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易降低融資比率一成及提高融券保證金成數一成。信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/06/29",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/06/30~109/07/13","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年六月三十日起至一百零九年七月十三日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。
ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易降低融資比率一成及提高融券保證金成數一成。信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/06/18",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/06/19~109/07/06","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年六月十九日起至一百零九年七月六日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。
ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易降低融資比率一成及提高融券保證金成數一成。信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/06/11",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/06/12~109/06/29","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年六月十二日起至一百零九年六月二十九日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。
ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易降低融資比率一成及提高融券保證金成數一成。信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/06/04",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/06/05~109/06/18","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年六月五日起至一百零九年六月十八日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。
ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易降低融資比率一成及提高融券保證金成數一成。信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
"2","109/05/28",="00672L","元大S&P原油正2","22","監視業務督導會報決議","109/05/29~109/06/11","督導會報決議","１處置原因：「公布或通知注意交易資訊暨處置作業要點」第六條第四項經「監視業務督導會報」決議。
２處置期間：自民國一百零九年五月二十九日起至一百零九年六月十一日﹝十個營業日，如遇：ａ有價證券最後交易日在處置期間，僅處置至最後交易日，ｂ有價證券停止買賣、全日暫停交易則順延執行，ｃ開休市日變動則調整處置迄日〕。
３處置措施：
ａ以人工管制之撮合終端機執行撮合作業（約每二十分鐘撮合一次）。
ｂ所有投資人每日委託買賣該有價證券時，應就其當日已委託之買賣，向該投資人收取全部的買進價金或賣出證券。但信用交易了結或違約專戶、認購（售）權證流動量提供者專戶或認購（售）權證避險專戶（不含帳號編碼前三碼為「九二九」帳戶）委託買賣該有價證券者，不在此限。
ｃ信用交易降低融資比率一成及提高融券保證金成數一成。信用交易部分，應收足融資自備款或融券保證金。有關信用交易了結部分，則依相關規定辦理。
","
提供處置有價證券連結資訊
1.處置原因：提供公布日期近一個月之「公布注意交易資訊」數據標準
2.公開資訊觀測站：提供財務業務與重大訊息之精華版資訊
",
